Species,Family,Signal_Type,Fppeak,Fp_mean_K,Fp_max,Fp_min,Dur,IPI,Data
Mormopterus jugularis,Molossidae,QCF,31.1,,33.3,28.1,17,381,complete
Mormopterus jugularis,Molossidae,QCF,30.7,,33.7,29.2,13,288,complete
Mormopterus jugularis,Molossidae,QCF,31.1,,33,29.2,8,289,complete
Mormopterus jugularis,Molossidae,QCF,31.1,,34.1,29.2,5,296,complete
Mormopterus jugularis,Molossidae,QCF,30.3,,33.7,29.2,18,288,complete
Mormopterus jugularis,Molossidae,QCF,31.1,,33.3,28.1,17,381,complete
Mormopterus jugularis,Molossidae,QCF,29.2,,33.3,26.6,12,413,complete
Mormopterus jugularis,Molossidae,QCF,29.6,,32.6,27.7,9,420,complete
Mormopterus jugularis,Molossidae,QCF,29.2,,33.3,27.7,12,622,complete
Mormopterus jugularis,Molossidae,QCF,29.6,,32.6,27,10,509,complete
Mormopterus jugularis,Molossidae,QCF,31.8,,42,28.1,18,180,complete
Mormopterus jugularis,Molossidae,QCF,33.7,,39.7,29.6,20,178,complete
Mormopterus jugularis,Molossidae,QCF,31.5,,38.2,28.5,12,282,complete
Mormopterus jugularis,Molossidae,QCF,31.5,,38.6,29.2,13,288,complete
Mormopterus jugularis,Molossidae,QCF,31.1,,38.6,28.8,17,189,complete
Mormopterus jugularis,Molossidae,QCF,30.3,,34.5,28.5,12,282,complete
Mormopterus jugularis,Molossidae,QCF,29.6,,36,28.8,13,194,complete
Mormopterus jugularis,Molossidae,QCF,30.7,,36.3,30,9,202,complete
Mormopterus jugularis,Molossidae,QCF,30.7,,37.8,29.2,14,294,complete
Mormopterus jugularis,Molossidae,QCF,30.3,,36.7,28.8,16,194,complete
Mormopterus jugularis,Molossidae,QCF,31.1,,33.7,27.7,17,155,complete
Mormopterus jugularis,Molossidae,QCF,31.5,,33.3,28.8,12,180,complete
Mormopterus jugularis,Molossidae,QCF,31.8,,39.3,29.6,22,186,complete
Mormopterus jugularis,Molossidae,QCF,31.1,,34.5,25.8,21,286,complete
Mormopterus jugularis,Molossidae,QCF,31.1,,34.5,28.5,13,200,complete
Mormopterus jugularis,Molossidae,QCF,34.1,,39.3,31.8,16,94,complete
Mormopterus jugularis,Molossidae,QCF,31.1,,34.1,27.3,22,186,complete
Mormopterus jugularis,Molossidae,QCF,31.5,,36,28.8,17,188,complete
Mormopterus jugularis,Molossidae,QCF,31.1,,34.1,27.7,13,113,complete
Mormopterus jugularis,Molossidae,QCF,30.3,,32.6,26.2,10,113,complete
Mormopterus jugularis,Molossidae,QCF,31.5,,35.6,30,18,89,complete
Mormopterus jugularis,Molossidae,QCF,31.1,,34.5,29.2,17,198,complete
Mormopterus jugularis,Molossidae,QCF,30,,36,27.3,13,61,complete
Mormopterus jugularis,Molossidae,QCF,30.3,,33,27,12,132,complete
Mormopterus jugularis,Molossidae,QCF,30.7,,35.2,28.8,22,209,complete
Myotis goudoti,Vespertilionidae,FM,58.502,66.684,64.5,43.5,2.461,355.182,complete
Myotis goudoti,Vespertilionidae,FM,65.847,67.649,90,46.5,2.408,158.754,complete
Myotis goudoti,Vespertilionidae,FM,62.99,70.522,94.5,42,2.065,116.189,complete
Myotis goudoti,Vespertilionidae,FM,64.36,67.814,69,60,2.8,73.625,complete
Myotis goudoti,Vespertilionidae,FM,64.557,69.756,91.5,45,2.043,168.532,complete
Myotis goudoti,Vespertilionidae,FM,63.048,67.333,91.5,45,2.104,,complete
Myotis goudoti,Vespertilionidae,FM,61.951,67.08,72,45,2.482,313.193,complete
Myotis goudoti,Vespertilionidae,FM,69.98,70.206,89,64,2.071,77.364,complete
Myotis goudoti,Vespertilionidae,FM,64.963,66.137,85,41,2.301,296.495,complete
Myotis goudoti,Vespertilionidae,FM,68.995,69.066,94,39,2.033,439.093,complete
Myotis goudoti,Vespertilionidae,FM,66,70.376,90,41,2.035,75.035,complete
Myotis goudoti,Vespertilionidae,FM,55.048,57.983,68,41,2.057,,complete
Myotis goudoti,Vespertilionidae,FM,61.95,61.528,66,53,2.345,123.668,complete
Myotis goudoti,Vespertilionidae,FM,63.984,62.546,73,44,2.35,23.622,complete
Myotis goudoti,Vespertilionidae,FM,65.008,65.62,83,48,2.192,510.422,complete
Myotis goudoti,Vespertilionidae,FM,62.003,65.303,71,56,2.007,125.984,complete
Myotis goudoti,Vespertilionidae,FM,63.016,61.103,98,29,2.236,212.135,complete
Myotis goudoti,Vespertilionidae,FM,65.016,68.769,85,53,2.081,134.322,complete
Myotis goudoti,Vespertilionidae,FM,62.017,52.63,86,26,2.918,136.174,complete
Myotis goudoti,Vespertilionidae,FM,63.992,70.168,94,37,2.999,63.455,complete
Myotis goudoti,Vespertilionidae,FM,62.041,69.088,99,53,2.402,91.709,complete
Myotis goudoti,Vespertilionidae,FM,64,68.269,90,44,2.239,100.046,complete
Myotis goudoti,Vespertilionidae,FM,64.008,64.819,88,40,2.337,151.922,complete
Myotis goudoti,Vespertilionidae,FM,58,63.67,66,39,2.251,72.719,complete
Myotis goudoti,Vespertilionidae,FM,64,68.528,86,49,2.13,159.333,complete
Myotis goudoti,Vespertilionidae,FM,63.021,65.727,96,54,2.76,288.097,complete
Myotis goudoti,Vespertilionidae,FM,63.973,62.564,100,54,2.671,145.438,complete
Myotis goudoti,Vespertilionidae,FM,62.972,66.542,86,53,2.039,67.624,complete
Myotis goudoti,Vespertilionidae,FM,65.009,66.261,94,42,2.063,85.688,complete
Myotis goudoti,Vespertilionidae,FM,62.032,64.356,97,38,2.044,31.959,complete
Myotis goudoti,Vespertilionidae,FM,57.026,51.398,88,45,2.529,54.192,complete
Myotis goudoti,Vespertilionidae,FM,55.961,58.156,63,43,2.144,,complete
Myotis goudoti,Vespertilionidae,FM,62.979,63.297,69,47,2.148,300.139,complete
Myotis goudoti,Vespertilionidae,FM,63.035,67.087,98,46,2.373,69.477,complete
Myotis goudoti,Vespertilionidae,FM,67.031,68.204,88,54,1.197,26.831,complete
Myotis goudoti,Vespertilionidae,FM,65.97,66.54,85,49,1.097,21.542,complete
Myotis goudoti,Vespertilionidae,FM,67.995,68.912,89,54,1.596,52.865,complete
Myotis goudoti,Vespertilionidae,FM,65.011,65.969,81,55,0.698,29.924,complete
Myotis goudoti,Vespertilionidae,FM/QCF,65.08,65.061,74,52,1.197,31.228,complete
Myotis goudoti,Vespertilionidae,FM/QCF,61.974,64.844,80,48,1.097,54.461,complete
Myotis goudoti,Vespertilionidae,FM/QCF,62.009,66.463,88,42,1.496,71.916,complete
Myotis goudoti,Vespertilionidae,FM/QCF,64.018,65.949,88,54,0.997,2.095,complete
Myotis goudoti,Vespertilionidae,FM/QCF,69.146,67.201,79,55,0.997,41.693,complete
Myotis goudoti,Vespertilionidae,FM/QCF,64.932,69.02,90,52,1.496,33.215,complete
Myotis goudoti,Vespertilionidae,FM/QCF,64.994,67.66,89,55,1.795,25.734,complete
Myotis goudoti,Vespertilionidae,FM/QCF,68.997,69.875,86,55,0.997,21.146,complete
Myotis goudoti,Vespertilionidae,FM/QCF,68.948,67.526,80,55,1.895,28.727,complete
Myotis goudoti,Vespertilionidae,FM/QCF,69.039,66.378,79,55,1.496,49.075,complete
Myotis goudoti,Vespertilionidae,FM/QCF,59,,73.2,57.1,8,46,complete
Myotis goudoti,Vespertilionidae,FM/QCF,59.5,,107.4,55.1,6,73,complete
Myotis goudoti,Vespertilionidae,FM/QCF,58.5,,108.3,55.6,8,61,complete
Myotis goudoti,Vespertilionidae,FM/QCF,60.5,,107.9,54.6,8,71,complete
Myotis goudoti,Vespertilionidae,FM/QCF,58.5,,104.4,54.6,12,63,complete
Myotis goudoti,Vespertilionidae,FM/QCF,58.5,,110.3,55.1,8,67,complete
Myotis goudoti,Vespertilionidae,FM/QCF,58.1,,108.8,54.6,10,71,complete
Myotis goudoti,Vespertilionidae,FM/QCF,59.5,,109.8,55.6,8,69,complete
Myotis goudoti,Vespertilionidae,FM/QCF,60.5,,109.3,57.1,8,65,complete
Myotis goudoti,Vespertilionidae,FM/QCF,57.1,,93.2,55.1,10,106,complete
Myotis goudoti,Vespertilionidae,FM/QCF,57.6,,106.4,55.1,8,55,complete
Myotis goudoti,Vespertilionidae,FM/QCF,62,,82.5,55.1,6,53,complete
Myotis goudoti,Vespertilionidae,FM/QCF,59,,74.7,56.6,6,45,complete
Myotis goudoti,Vespertilionidae,FM/QCF,64.9,,107.9,56.6,8,51,complete
Myotis goudoti,Vespertilionidae,FM/QCF,62,,106.4,56.1,10,59,complete
Myotis goudoti,Vespertilionidae,FM/QCF,58.5,,110.3,55.1,10,51,complete
Myotis goudoti,Vespertilionidae,FM/QCF,62.5,,110.8,54.6,6,38,complete
Myotis goudoti,Vespertilionidae,FM/QCF,58.1,,72.7,56.1,4,57,complete
Myotis goudoti,Vespertilionidae,FM/QCF,59.5,,99.1,56.6,8,63,complete
Myotis goudoti,Vespertilionidae,FM/QCF,60.5,,108.8,56.6,12,53,complete
Myotis goudoti,Vespertilionidae,FM/QCF,57.1,,109.8,55.6,14,61,complete
Myotis goudoti,Vespertilionidae,FM/QCF,61,,109.8,51.2,10,57,complete
Myotis goudoti,Vespertilionidae,FM/QCF,61.5,,110.3,56.1,12,55,complete
Myotis goudoti,Vespertilionidae,FM/QCF,59.5,,93.7,57.1,10,86,complete
Myotis goudoti,Vespertilionidae,FM/QCF,58.5,,100.5,53.7,16,63,complete
Myotis goudoti,Vespertilionidae,FM/QCF,57.6,,75.1,55.6,2,59,complete
Myotis goudoti,Vespertilionidae,FM/QCF,62,,104,52.2,12,67,complete
Myotis goudoti,Vespertilionidae,FM/QCF,58.5,,106.4,56.1,2,63,complete
Myotis goudoti,Vespertilionidae,FM/QCF,60,,109.8,55.6,12,67,complete
Myotis goudoti,Vespertilionidae,FM/QCF,62,,92.7,53.7,12,65,complete
Myotis goudoti,Vespertilionidae,FM/QCF,58.5,,107.4,53.7,10,73,complete
Myotis goudoti,Vespertilionidae,FM/QCF,58.1,,101.5,56.1,8,77,complete
Myotis goudoti,Vespertilionidae,FM/QCF,62.5,,71.7,56.1,6,75,complete
Myotis goudoti,Vespertilionidae,FM/QCF,61,,107.4,56.6,10,73,complete
Myotis goudoti,Vespertilionidae,FM/QCF,60.5,,74.7,57.6,6,77,complete
Myotis goudoti,Vespertilionidae,FM/QCF,59.5,,90.3,56.1,6,69,complete
Myotis goudoti,Vespertilionidae,FM/QCF,64.4,,108.3,56.1,6,61,complete
Myotis goudoti,Vespertilionidae,FM/QCF,59,,103.5,56.1,4,49,complete
Myotis goudoti,Vespertilionidae,FM/QCF,64.9,,110.3,56.1,4,45,complete
Myotis goudoti,Vespertilionidae,FM/QCF,58.5,,109.8,55.1,4,45,complete
Myotis goudoti,Vespertilionidae,FM/QCF,66.8,,99.1,54.1,2,40,complete
Myotis goudoti,Vespertilionidae,FM/QCF,66.8,,99.6,55.6,2,34,complete
Myotis goudoti,Vespertilionidae,FM/QCF,58.1,,109.3,54.1,2,73,complete
Myotis goudoti,Vespertilionidae,FM/QCF,60,,110.3,53.2,2,34,complete
Myotis goudoti,Vespertilionidae,FM/QCF,57.6,,110.8,53.2,2,32,complete
Myotis goudoti,Vespertilionidae,FM/QCF,61,,111.3,50.7,2,77,complete
Myotis goudoti,Vespertilionidae,FM/QCF,58.1,,74.2,56.1,7,32,complete
Myotis goudoti,Vespertilionidae,FM/QCF,58.5,,112.7,55.6,10,84,complete
Myotis goudoti,Vespertilionidae,FM/QCF,58.1,,71.2,56.1,6,89,complete
Myotis goudoti,Vespertilionidae,FM/QCF,59,,100,56.1,10,130,complete
Myotis goudoti,Vespertilionidae,FM/QCF,58.5,,103,56.1,6,123,complete
Myotis goudoti,Vespertilionidae,FM/QCF,59.5,,75.6,56.6,8,116,complete
Myotis goudoti,Vespertilionidae,FM/QCF,58.1,,67.3,56.1,8,88,complete
Myotis goudoti,Vespertilionidae,FM/QCF,61.5,,108.3,55.6,7,83,complete
Myotis goudoti,Vespertilionidae,FM/QCF,60,,65.4,57.6,4,88,complete
Myotis goudoti,Vespertilionidae,FM/QCF,60.5,,116.6,55.6,1,61,complete
Myotis goudoti,Vespertilionidae,FM/QCF,59,,121.5,56.6,1,54,complete
Myotis goudoti,Vespertilionidae,FM/QCF,57.6,,121.5,55.1,1,97,complete
Myotis goudoti,Vespertilionidae,FM/QCF,58.1,,120.6,54.6,1,41,complete
Myotis goudoti,Vespertilionidae,FM/QCF,58.5,,103,56.1,6,54,complete
Myotis goudoti,Vespertilionidae,FM/QCF,59.5,,75.6,56.6,8,83,complete
Myotis goudoti,Vespertilionidae,FM/QCF,58.1,,67.3,56.1,8,88,complete
Myotis goudoti,Vespertilionidae,FM/QCF,67.7,,85.5,52,14,66,complete
Myotis goudoti,Vespertilionidae,FM/QCF,60.6,,88.5,50.6,9,72,complete
Myotis goudoti,Vespertilionidae,FM/QCF,62.5,,88.8,51,10,64,complete
Myotis goudoti,Vespertilionidae,FM/QCF,69.5,,83.2,59.5,9,64,complete
Myotis goudoti,Vespertilionidae,FM/QCF,65.1,,80.2,51,8,62,complete
Myotis goudoti,Vespertilionidae,FM/QCF,64.6,,81.3,53.5,8,60,complete
Myotis goudoti,Vespertilionidae,FM/QCF,56.2,,111,46.1,16,50,complete
Myotis goudoti,Vespertilionidae,FM/QCF,66,,110.6,45.3,1,66,complete
Myotis goudoti,Vespertilionidae,FM/QCF,56.2,,110.6,44.6,1,53,complete
Myotis goudoti,Vespertilionidae,FM/QCF,58.8,,108.7,46.1,5,45,complete
Myotis goudoti,Vespertilionidae,FM/QCF,57.3,,107.6,46.8,4,80,complete
Myotis goudoti,Vespertilionidae,FM/QCF,67.5,,109.5,48.3,4,32,complete
Myotis goudoti,Vespertilionidae,FM/QCF,58.5,,109.8,45,17,89,complete
Myotis goudoti,Vespertilionidae,FM/QCF,66.3,,110.2,46.1,6,74,complete
Myotis goudoti,Vespertilionidae,FM/QCF,53.6,,107.2,46.1,10,40,complete
Myotis goudoti,Vespertilionidae,FM/QCF,58.1,,109.5,44.6,1,102,complete
Myotis goudoti,Vespertilionidae,FM/QCF,53.6,,108.7,47.2,13,70,complete
Myotis goudoti,Vespertilionidae,FM/QCF,53.2,,110.2,45.7,13,72,complete
Myotis goudoti,Vespertilionidae,FM/QCF,59.6,,107.6,46.8,9,74,complete
Myotis goudoti,Vespertilionidae,FM/QCF,61.5,,111,45,1,97,complete
Myotis goudoti,Vespertilionidae,FM/QCF,55.1,,109.5,45.3,2,99,complete
Myotis goudoti,Vespertilionidae,FM/QCF,54.3,,100.8,45.7,2,60,complete
Myotis goudoti,Vespertilionidae,FM/QCF,54,,111,45.7,1,48,complete
Myotis goudoti,Vespertilionidae,FM/QCF,49.1,,110.2,45.3,1,76,complete
Myotis goudoti,Vespertilionidae,FM/QCF,55.1,,109.8,45,1,82,complete
Myotis goudoti,Vespertilionidae,FM/QCF,50.2,,110.2,45.3,4,94,complete
Myotis goudoti,Vespertilionidae,FM/QCF,52.5,,111,44.6,1,89,complete
Myotis goudoti,Vespertilionidae,FM/QCF,55.1,,110.6,44.6,1,38,complete
Myotis goudoti,Vespertilionidae,FM/QCF,63.3,,111.3,50.2,0.6,49,complete
Myotis goudoti,Vespertilionidae,FM/QCF,62.2,,109.1,49.8,0.6,46,complete
Myotis goudoti,Vespertilionidae,FM/QCF,63.7,,108,50.2,0.6,39.3,complete
Myotis goudoti,Vespertilionidae,FM/QCF,59.6,,107.2,49.5,0.6,50.6,complete
Myotis goudoti,Vespertilionidae,FM/QCF,54.3,,101.6,49.8,4,174,complete
Myotis goudoti,Vespertilionidae,FM/QCF,55.1,,109.1,49.5,2,61.3,complete
Myotis goudoti,Vespertilionidae,FM/QCF,57,,111.3,49.8,0.6,118.6,complete
Myotis goudoti,Vespertilionidae,FM/QCF,66.3,,108.7,49.8,0.6,66,complete
Myotis goudoti,Vespertilionidae,FM/QCF,61.1,,118.1,52.1,6,47,complete
Myotis goudoti,Vespertilionidae,FM/QCF,55.5,,122.2,49.1,1,54,complete
Myotis goudoti,Vespertilionidae,FM/QCF,60.7,,121.5,55.1,10,54,complete
Myotis goudoti,Vespertilionidae,FM/QCF,54.7,,121.5,52.5,5,53,complete
Myotis goudoti,Vespertilionidae,FM/QCF,55.8,,121.1,54,12,54,complete
Myotis goudoti,Vespertilionidae,FM/QCF,57,,121.8,52.8,5,80,complete
Myotis goudoti,Vespertilionidae,FM/QCF,55.1,,120.3,49.5,8,62,complete
Myotis goudoti,Vespertilionidae,FM/QCF,55.5,,120.7,49.8,6,49,complete
Myotis goudoti,Vespertilionidae,FM/QCF,60.7,,122.2,49.5,1,54,complete
Myotis goudoti,Vespertilionidae,FM/QCF,58.1,,118.8,55.1,14,41,complete
Myotis goudoti,Vespertilionidae,FM/QCF,62.2,,121.8,50.6,4,44,complete
Myotis goudoti,Vespertilionidae,FM/QCF,54,,119.6,49.5,8,66,complete
Myotis goudoti,Vespertilionidae,FM/QCF,58.1,,121.8,49.5,1,38,complete
Myotis goudoti,Vespertilionidae,FM/QCF,56.2,,121.1,50.2,6,53,complete
Myotis goudoti,Vespertilionidae,FM/QCF,58.1,,121.8,50.2,1,60,complete
Myotis goudoti,Vespertilionidae,FM/QCF,58.5,,121.1,49.1,1,54,complete
Myotis goudoti,Vespertilionidae,FM/QCF,56.2,,72,48.7,2,88,complete
Myotis goudoti,Vespertilionidae,FM/QCF,69.3,,121.5,49.1,2,49,complete
Myotis goudoti,Vespertilionidae,FM/QCF,52.8,,121.1,52.8,1,98,complete
Myotis goudoti,Vespertilionidae,FM/QCF,70.8,,121.1,52.5,8,36,complete
Myotis goudoti,Vespertilionidae,FM/QCF,52.8,,121.5,49.5,2,56,complete
Myotis goudoti,Vespertilionidae,FM/QCF,53.2,,121.5,48.7,4,46,complete
Myotis goudoti,Vespertilionidae,FM/QCF,57.3,,120.7,52.5,8,58,complete
Myotis goudoti,Vespertilionidae,FM/QCF,55.1,,120,51,16,90,complete
Myotis goudoti,Vespertilionidae,FM/QCF,53.6,,119.6,50.2,21,53,complete
Myotis goudoti,Vespertilionidae,FM/QCF,51.7,,121.8,49.1,10,58,complete
Myotis goudoti,Vespertilionidae,FM/QCF,54,,120,49.5,13,65,complete
Myotis goudoti,Vespertilionidae,FM/QCF,51.7,,120.7,49.5,14,53,complete
Myotis goudoti,Vespertilionidae,FM/QCF,51,,120.7,48.7,12,54,complete
Myotis goudoti,Vespertilionidae,FM/QCF,51.7,,70.8,49.5,12,54,complete
Myotis goudoti,Vespertilionidae,FM/QCF,51.7,,120.3,49.5,10,74,complete
Myotis goudoti,Vespertilionidae,FM/QCF,53.6,,121.8,48.7,10,129,complete
Myotis goudoti,Vespertilionidae,FM/QCF,92.2,,110.2,50.2,1,39,complete
Myotis goudoti,Vespertilionidae,FM/QCF,61.8,,114.3,50.2,1,50,complete
Myotis goudoti,Vespertilionidae,FM/QCF,61.5,,116.2,50.2,2,46,complete
Myotis goudoti,Vespertilionidae,FM/QCF,56.6,,120.3,50.2,1,53,complete
Myotis goudoti,Vespertilionidae,FM/QCF,57.3,,121.1,49.5,1,54,complete
Myotis goudoti,Vespertilionidae,FM/QCF,54,,120.7,49.8,1,42,complete
Myotis goudoti,Vespertilionidae,FM/QCF,54.3,,89.6,49.5,5,49,complete
Myotis goudoti,Vespertilionidae,FM/QCF,58.5,,121.5,49.5,10,76,complete
Myotis goudoti,Vespertilionidae,FM/QCF,53.6,,119.6,49.5,4,62,complete
Myotis goudoti,Vespertilionidae,FM/QCF,56.6,,112.8,49.5,5,54,complete
Myotis goudoti,Vespertilionidae,FM/QCF,55.8,,106.1,49.5,6,85,complete
Myotis goudoti,Vespertilionidae,FM/QCF,54.3,,112.8,49.8,5,60,complete
Myotis goudoti,Vespertilionidae,FM/QCF,56.2,,108.3,49.5,2,58,complete
Myotis goudoti,Vespertilionidae,FM/QCF,52.5,,120,49.8,5,60,complete
Myotis goudoti,Vespertilionidae,FM/QCF,55.8,,116.2,49.5,4,48,complete
Myotis goudoti,Vespertilionidae,FM/QCF,81.3,,116.6,49.8,4,38,complete
Myotis goudoti,Vespertilionidae,FM/QCF,61.8,,120.3,49.5,8,73,complete
Myotis goudoti,Vespertilionidae,FM/QCF,56.6,,117,50.2,2,57,complete
Myotis goudoti,Vespertilionidae,FM/QCF,57,,112.1,50.2,4,53,complete
Myotis goudoti,Vespertilionidae,FM/QCF,52.8,,110.6,48.7,1,53,complete
Myotis goudoti,Vespertilionidae,FM/QCF,60.3,,87.3,50.2,6,48,complete
Myotis goudoti,Vespertilionidae,FM/QCF,56.2,,120.7,49.5,1,56,complete
Myotis goudoti,Vespertilionidae,FM/QCF,66.3,,121.8,52.5,2,62,complete
Myotis goudoti,Vespertilionidae,FM/QCF,58.5,,114,51.7,4,210,complete
Myotis goudoti,Vespertilionidae,FM/QCF,56.6,,118.8,51,1,65,complete
Myotis goudoti,Vespertilionidae,FM/QCF,60.3,,121.8,53.2,1,138,complete
Myotis goudoti,Vespertilionidae,FM/QCF,66.7,,120.7,50.6,4,52,complete
Myotis goudoti,Vespertilionidae,FM/QCF,53.6,,121.5,53.6,1,82,complete
Myotis goudoti,Vespertilionidae,FM/QCF,54,,118.5,51.3,4,92,complete
Myotis goudoti,Vespertilionidae,FM/QCF,55.1,,117.7,54.7,4,54,complete
Myotis goudoti,Vespertilionidae,FM/QCF,56.6,,115.8,54,6,48,complete
Myotis goudoti,Vespertilionidae,FM/QCF,54.7,,121.1,51.7,1,60,complete
Myotis goudoti,Vespertilionidae,FM/QCF,61.8,,120,53.2,5,58,complete
Myotis goudoti,Vespertilionidae,FM/QCF,54.7,,120.3,52.5,4,114,complete
Myotis goudoti,Vespertilionidae,FM/QCF,58.5,,120.7,51.7,4,88,complete
Myotis goudoti,Vespertilionidae,FM/QCF,57,,120.3,52.5,1,117,complete
Myotis goudoti,Vespertilionidae,FM/QCF,58.1,,117,56.6,2,55,complete
Myotis goudoti,Vespertilionidae,FM/QCF,57.3,,76.1,55.8,2,114,complete
Myotis goudoti,Vespertilionidae,FM/QCF,58.5,,69.7,57.3,4,62,complete
Myotis goudoti,Vespertilionidae,FM/QCF,58.1,,102.7,56.6,4,53,complete
Myotis goudoti,Vespertilionidae,FM/QCF,60,,116.2,57.3,4,49,complete
Myotis goudoti,Vespertilionidae,FM/QCF,63.3,,119.6,58.5,4,53,complete
Myotis goudoti,Vespertilionidae,FM/QCF,61.8,,99.3,57.3,4,57,complete
Myotis goudoti,Vespertilionidae,FM/QCF,60.7,,68.2,56.6,1,60,complete
Myotis goudoti,Vespertilionidae,FM/QCF,57.7,,118.5,56.2,2,68,complete
Myotis goudoti,Vespertilionidae,FM/QCF,60.7,,66.7,56.2,1,62,complete
Myotis goudoti,Vespertilionidae,FM/QCF,60.7,,118.8,56.2,1,60,complete
Myotis goudoti,Vespertilionidae,FM/QCF,59.6,,120,55.8,1,52,complete
Myotis goudoti,Vespertilionidae,FM/QCF,59.2,,118.1,52.1,1,38,complete
Myotis goudoti,Vespertilionidae,FM/QCF,61.1,,109.1,55.1,1,73,complete
Myotis goudoti,Vespertilionidae,FM/QCF,57,,115.8,51.7,1,162,complete
Myotis goudoti,Vespertilionidae,FM/QCF,58.5,,117.3,52.5,1,80,complete
Myotis goudoti,Vespertilionidae,FM/QCF,58.5,,64.1,53.6,1,170,complete
Myotis goudoti,Vespertilionidae,FM/QCF,59.6,,78.3,55.5,1,101,complete
Myotis goudoti,Vespertilionidae,FM/QCF,58.5,,97.5,52.1,4,96,complete
Myotis goudoti,Vespertilionidae,FM/QCF,56.2,,118.5,51.3,1,100,complete
Myotis goudoti,Vespertilionidae,FM/QCF,57,,71.6,55.1,2,238,complete
Myotis goudoti,Vespertilionidae,FM/QCF,58.8,,116.2,51.3,1,85,complete
Myotis goudoti,Vespertilionidae,FM/QCF,55.5,,121.5,49.5,1,101,complete
Myotis goudoti,Vespertilionidae,FM/QCF,57,,100.8,50.6,10,93,complete
Myotis goudoti,Vespertilionidae,FM/QCF,57.3,,104.6,54,5,202,complete
Myotis goudoti,Vespertilionidae,FM/QCF,56.6,,85.1,52.5,13,196,complete
Myotis goudoti,Vespertilionidae,FM/QCF,56.2,,108.3,54.3,5,124,complete
Myotis goudoti,Vespertilionidae,FM/QCF,55.5,,103.5,51.3,8,186,complete
Myotis goudoti,Vespertilionidae,FM/QCF,58.5,,120.3,56.6,4,55,complete
Myotis goudoti,Vespertilionidae,FM/QCF,61.5,,120.3,55.1,1,78,complete
Myotis goudoti,Vespertilionidae,FM/QCF,58.5,,110.6,55.5,6,64,complete
Myotis goudoti,Vespertilionidae,FM/QCF,61.8,,112.5,55.1,9,128,complete
Myotis goudoti,Vespertilionidae,FM/QCF,61.5,,108.7,54.3,4,60,complete
Myotis goudoti,Vespertilionidae,FM/QCF,58.5,,96.3,55.1,9,62,complete
Myotis goudoti,Vespertilionidae,FM/QCF,63.7,,119.6,54.7,2,60,complete
Myotis goudoti,Vespertilionidae,FM/QCF,57,,117.3,54.7,12,68,complete
Myotis goudoti,Vespertilionidae,FM/QCF,61.5,,103.1,55.5,5,61,complete
Myotis goudoti,Vespertilionidae,FM/QCF,58.5,,116.6,55.8,12,60,complete
Myotis goudoti,Vespertilionidae,FM/QCF,59.6,,114,55.8,9,65,complete
Myotis goudoti,Vespertilionidae,FM/QCF,57,,114.7,54.3,14,65,complete
Myotis goudoti,Vespertilionidae,FM/QCF,59.2,,120,55.5,12,65,complete
Myotis goudoti,Vespertilionidae,FM/QCF,60.3,,118.1,55.8,13,66,complete
Myotis goudoti,Vespertilionidae,FM/QCF,61.5,,119.6,55.1,9,65,complete
Myotis goudoti,Vespertilionidae,FM/QCF,57.7,,74.2,56.2,12,64,complete
Myotis goudoti,Vespertilionidae,FM/QCF,58.8,,92.6,55.8,10,66,complete
Myotis goudoti,Vespertilionidae,FM/QCF,57.7,,115.1,56.2,13,70,complete
