Species,Family,Signal_Type,Fppeak,Fp_mean_K,Fp_max,Fp_min,Dur,IPI,Data
Mormopterus jugularis,Molossidae,QCF,33.7,,37.1,30.3,13,146,complete
Mormopterus jugularis,Molossidae,QCF,35.6,,39.3,30.7,8,157,complete
Mormopterus jugularis,Molossidae,QCF,32.6,,35.6,30,32,189,complete
Mormopterus jugularis,Molossidae,QCF,31.1,,35.6,29.6,29,173,complete
Mormopterus jugularis,Molossidae,QCF,31.1,,33.3,28.8,50,176,complete
Mormopterus jugularis,Molossidae,QCF,30,,32.6,28.1,58,168,complete
Mormopterus jugularis,Molossidae,QCF,28.8,,31.8,26.6,66,312,complete
Mormopterus jugularis,Molossidae,QCF,30,,34.5,28.1,37,176,complete
Mormopterus jugularis,Molossidae,QCF,28.8,,31.1,27,37,197,complete
Mormopterus jugularis,Molossidae,QCF,28.8,,31.5,27.3,48,184,complete
Mormopterus jugularis,Molossidae,QCF,28.5,,30.7,26.6,53,237,complete
Mormopterus jugularis,Molossidae,QCF,28.5,,31.1,25.8,37,186,complete
Mormopterus jugularis,Molossidae,QCF,28.8,,31.5,25.8,42,189,complete
Mormopterus jugularis,Molossidae,QCF,27.3,,29.2,25.8,21,221,complete
Mormopterus jugularis,Molossidae,QCF,27,,29.6,25.5,26,368,complete
Mormopterus jugularis,Molossidae,QCF,27.3,,29.6,25.8,18,360,complete
Mormopterus jugularis,Molossidae,QCF,31.5,,33.3,30,16,158,complete
Mormopterus jugularis,Molossidae,QCF,32.2,,36.7,31.1,16,173,complete
Mormopterus jugularis,Molossidae,QCF,31.5,,34.8,30,40,472,complete
Mormopterus jugularis,Molossidae,QCF,31.5,,33.3,28.8,37,181,complete
Mormopterus jugularis,Molossidae,QCF,31.1,,33.7,29.2,45,344,complete
Mormopterus jugularis,Molossidae,QCF,32.2,,36.7,30.3,18,208,complete
Mormopterus jugularis,Molossidae,QCF,31.8,,34.8,28.1,32,242,complete
Mormopterus jugularis,Molossidae,QCF,29.2,,31.1,28.1,48,93,complete
Mormopterus jugularis,Molossidae,QCF,31.1,,33.7,29.6,2,277,complete
Mormopterus jugularis,Molossidae,QCF,30.7,,34.5,28.8,21,256,complete
Mormopterus jugularis,Molossidae,QCF,32.2,,36.3,30,5,160,complete
Mormopterus jugularis,Molossidae,QCF,31.1,,33.7,30,21,210,complete
Mormopterus jugularis,Molossidae,QCF,31.5,,33.3,30,8,170,complete
Mormopterus jugularis,Molossidae,QCF,31.1,,33.7,29.6,5,181,complete
Mormopterus jugularis,Molossidae,QCF,28.8,,30.7,27,10,88,complete
Mormopterus jugularis,Molossidae,QCF,31.1,,33.3,26.6,13,93,complete
Mormopterus jugularis,Molossidae,QCF,28.5,,30.3,26.2,40,106,complete
Mormopterus jugularis,Molossidae,QCF,30.7,,34.5,29.2,18,440,complete
Mormopterus jugularis,Molossidae,QCF,31.1,,34.1,30,24,181,complete
Mormopterus jugularis,Molossidae,QCF,34.5,,38.6,33.3,13,104,complete
Mormopterus jugularis,Molossidae,QCF,33.3,,34.8,30,16,258,complete
Mormopterus jugularis,Molossidae,QCF,33.3,,36,29.2,2,200,complete
Mormopterus jugularis,Molossidae,QCF,31.1,,36.3,25.8,13,184,complete
Mormopterus jugularis,Molossidae,QCF,31.8,,33.7,28.1,29,189,complete
Mormopterus jugularis,Molossidae,QCF,33,,35.6,30.7,21,333,complete
Mormopterus jugularis,Molossidae,QCF,33.7,,40.1,31.5,25,162,complete
Mormopterus jugularis,Molossidae,QCF,33,,35.6,29.6,50,155,complete
Mormopterus jugularis,Molossidae,QCF,31.5,,33.7,29.6,17,192,complete
Mormopterus jugularis,Molossidae,QCF,31.1,,33.7,24.7,34,169,complete
Mormopterus jugularis,Molossidae,QCF,31.1,,33,25.8,13,333,complete
Mormopterus jugularis,Molossidae,QCF,32.2,,34.5,30.7,29,170,complete
Mormopterus jugularis,Molossidae,QCF,31.5,,33.3,29.2,26,297,complete
Mormopterus jugularis,Molossidae,QCF,32.2,,34.8,29.6,26,168,complete
Mormopterus jugularis,Molossidae,QCF,31.8,,35.6,30.3,28,152,complete
Mormopterus jugularis,Molossidae,QCF,31.8,,36,28.8,18,172,complete
Mormopterus jugularis,Molossidae,QCF,32.2,,37.1,29.6,22,178,complete
Mormopterus jugularis,Molossidae,QCF,32.2,,34.1,25.1,18,258,complete
Mormopterus jugularis,Molossidae,QCF,31.5,,35.6,29.6,1,184,complete
Mormopterus jugularis,Molossidae,QCF,32.2,,35.6,28.8,17,166,complete
Mormopterus jugularis,Molossidae,QCF,32.2,,34.8,30,24,173,complete
Mormopterus jugularis,Molossidae,QCF,31.1,,32.6,25.8,1,357,complete
Mormopterus jugularis,Molossidae,QCF,30.7,,32.2,29.6,16,50,complete
Mormopterus jugularis,Molossidae,QCF,31.8,,36,30.3,16,164,complete
Mormopterus jugularis,Molossidae,QCF,31.8,,34.1,29.2,16,180,complete
Mormopterus jugularis,Molossidae,QCF,31.1,,34.8,28.8,10,154,complete
Mormopterus jugularis,Molossidae,QCF,31.5,,34.5,30.3,26,169,complete
Mormopterus jugularis,Molossidae,QCF,32.2,,36.7,30,24,178,complete
Mormopterus jugularis,Molossidae,QCF,32.6,,35.2,28.8,13,178,complete
Mormopterus jugularis,Molossidae,QCF,32.2,,36,30.3,6,185,complete
Mormopterus jugularis,Molossidae,QCF,34.8,,43.1,32.6,14,84,complete
Mormopterus jugularis,Molossidae,QCF,31.1,,33,28.5,20,257,complete
Mormopterus jugularis,Molossidae,QCF,27.3,,31.8,24,1,173,complete
Mormopterus jugularis,Molossidae,QCF,31.1,,38.2,21,1,98,complete
Mormopterus jugularis,Molossidae,QCF,32.2,,34.8,29.6,16,201,complete
Mormopterus jugularis,Molossidae,QCF,31.5,,33.7,28.5,22,202,complete
Mormopterus jugularis,Molossidae,QCF,30.7,,33.3,29.2,14,156,complete
Mormopterus jugularis,Molossidae,QCF,31.8,,34.1,29.6,17,177,complete
Mormopterus jugularis,Molossidae,QCF,30.7,,36.3,27.3,1,197,complete
Mormopterus jugularis,Molossidae,QCF,31.8,,34.8,29.2,21,152,complete
Mormopterus jugularis,Molossidae,QCF,31.8,,33.7,29.2,1,266,complete
Mormopterus jugularis,Molossidae,QCF,31.8,,34.1,29.6,20,161,complete
Mormopterus jugularis,Molossidae,QCF,30.3,,32.2,28.8,14,260,complete
Mormopterus jugularis,Molossidae,QCF,30.7,,33.3,30,12,184,complete
Mormopterus jugularis,Molossidae,QCF,30.7,,33.3,28.5,1,189,complete
Mormopterus jugularis,Molossidae,QCF,31.5,,34.5,29.2,20,139,complete
Mormopterus jugularis,Molossidae,QCF,34.8,,39.3,32.6,5,81,complete
Mormopterus jugularis,Molossidae,QCF,31.8,,36.3,29.6,22,164,complete
Mormopterus jugularis,Molossidae,QCF,33,,40.1,30.7,9,133,complete
Mormopterus jugularis,Molossidae,QCF,31.1,,34.8,29.6,26,182,complete
Mormopterus jugularis,Molossidae,QCF,31.1,,33.3,29.2,12,361,complete
Mormopterus jugularis,Molossidae,QCF,31.5,,33.3,29.2,26,164,complete
Mormopterus jugularis,Molossidae,QCF,32.2,,34.1,31.1,2,#VALORE!,complete
Mormopterus jugularis,Molossidae,QCF,31.8,,34.1,29.6,42,346,complete
Mormopterus jugularis,Molossidae,QCF,32.2,,34.1,31.1,42,440,complete
Mormopterus jugularis,Molossidae,QCF,31.1,,33,29.6,42,266,complete
Mormopterus jugularis,Molossidae,QCF,31.5,,33.3,30,42,181,complete
Mormopterus jugularis,Molossidae,QCF,31.8,,34.1,27.7,8,264,complete
Mormopterus jugularis,Molossidae,QCF,35.6,,37.8,31.5,5,106,complete
Mormopterus jugularis,Molossidae,QCF,30.3,,32.6,28.5,42,448,complete
Mormopterus jugularis,Molossidae,QCF,31.8,,34.5,29.6,45,328,complete
Mormopterus jugularis,Molossidae,QCF,31.5,,34.1,28.1,45,448,complete
Mormopterus jugularis,Molossidae,QCF,31.8,,35.6,30.3,34,178,complete
Mormopterus jugularis,Molossidae,QCF,31.1,,33,29.2,34,349,complete
Mormopterus jugularis,Molossidae,QCF,31.5,,33.7,25.5,34,322,complete
Mormopterus jugularis,Molossidae,QCF,32.6,,40.8,28.1,32,162,complete
Mormopterus jugularis,Molossidae,QCF,35.2,,39.7,30.7,2,157,complete
Mormopterus jugularis,Molossidae,QCF,30.7,,33.3,29.2,61,122,complete
Mormopterus jugularis,Molossidae,QCF,31.8,,34.1,29.6,45,173,complete
Mormopterus jugularis,Molossidae,QCF,33,,36,30.7,56,242,complete
Mormopterus jugularis,Molossidae,QCF,31.1,,34.5,29.6,45,168,complete
Mormopterus jugularis,Molossidae,QCF,34.5,,37.1,30.7,2,133,complete
Mormopterus jugularis,Molossidae,QCF,33.3,,39.3,29.2,18,104,complete
Mormopterus jugularis,Molossidae,QCF,32.2,,34.5,28.8,45,165,complete
Mormopterus jugularis,Molossidae,QCF,31.8,,35.2,28.8,34,161,complete
Mormopterus jugularis,Molossidae,QCF,31.8,,34.1,30.7,40,168,complete
Mormopterus jugularis,Molossidae,QCF,31.5,,34.1,29.6,32,272,complete
Mormopterus jugularis,Molossidae,QCF,31.1,,33,30,45,168,complete
Mormopterus jugularis,Molossidae,QCF,31.1,,34.1,30,34,261,complete
Mormopterus jugularis,Molossidae,QCF,31.1,,33.7,29.6,29,178,complete
Mormopterus jugularis,Molossidae,QCF,31.5,,34.1,29.2,32,176,complete
Mormopterus jugularis,Molossidae,QCF,30.7,,33.3,27.3,42,181,complete
Mormopterus jugularis,Molossidae,QCF,31.5,,34.1,29.6,24,232,complete
Mormopterus jugularis,Molossidae,QCF,31.5,,34.5,28.5,2,184,complete
Mormopterus jugularis,Molossidae,QCF,31.5,,33.7,29.6,18,160,complete
Mormopterus jugularis,Molossidae,QCF,31.5,,33.7,29.6,37,181,complete
Mormopterus jugularis,Molossidae,QCF,32.6,,35.2,30.3,2,157,complete
Mormopterus jugularis,Molossidae,QCF,31.1,,34.1,28.8,2,213,complete
Mormopterus jugularis,Molossidae,QCF,33.3,,36.7,29.2,48,139,complete
Mormopterus jugularis,Molossidae,QCF,33,,36,28.8,32,189,complete
Mormopterus jugularis,Molossidae,QCF,28.5,,33.7,25.8,34,141,complete
Mormopterus jugularis,Molossidae,QCF,35.2,,38.2,31.5,26,154,complete
Mormopterus jugularis,Molossidae,QCF,27.7,,34.1,26.2,21,210,complete
Mormopterus jugularis,Molossidae,QCF,33.3,,38.6,29.2,42,109,complete
Mormopterus jugularis,Molossidae,QCF,33.7,,39.3,30,29,184,complete
Mormopterus jugularis,Molossidae,QCF,28.1,,35.2,24.3,32,160,complete
Mormopterus jugularis,Molossidae,QCF,33.7,,38.6,31.5,32,128,complete
Mormopterus jugularis,Molossidae,QCF,28.8,,37.1,27.3,26,210,complete
Mormopterus jugularis,Molossidae,QCF,28.5,,37.8,25.8,93,176,complete
Mormopterus jugularis,Molossidae,QCF,33.7,,36.7,29.6,45,218,complete
Mormopterus jugularis,Molossidae,QCF,33.3,,35.6,32.2,45,156,complete
Mormopterus jugularis,Molossidae,QCF,33.3,,35.2,30.7,61,184,complete
Mormopterus jugularis,Molossidae,QCF,34.1,,36,31.1,34,160,complete
Mormopterus jugularis,Molossidae,QCF,34.1,,37.5,32.6,53,136,complete
Mormopterus jugularis,Molossidae,QCF,33.3,,36.7,30.7,50,322,complete
Mormopterus jugularis,Molossidae,QCF,33.7,,37.1,30.7,45,186,complete
Mormopterus jugularis,Molossidae,QCF,29.2,,32.6,24.7,37,157,complete
Mormopterus jugularis,Molossidae,QCF,33.7,,36,31.5,45,130,complete
Mormopterus jugularis,Molossidae,QCF,29.2,,34.5,29.2,18,205,complete
Mormopterus jugularis,Molossidae,QCF,27,,31.5,25.1,50,189,complete
Mormopterus jugularis,Molossidae,QCF,33.7,,39.3,31.8,53,205,complete
Mormopterus jugularis,Molossidae,QCF,31.8,,34.5,26.2,32,177,complete
Mormopterus jugularis,Molossidae,QCF,32.6,,37.1,30.3,34,176,complete
Mormopterus jugularis,Molossidae,QCF,31.5,,33.3,29.2,66,274,complete
Mormopterus jugularis,Molossidae,QCF,30.7,,33,28.8,69,181,complete
Mormopterus jugularis,Molossidae,QCF,31.1,,34.8,29.2,34,189,complete
Mormopterus jugularis,Molossidae,QCF,34.5,,39.3,32.2,37,96,complete
Mormopterus jugularis,Molossidae,QCF,30.7,,34.5,27.3,64,168,complete
Mormopterus jugularis,Molossidae,QCF,33.7,,38.2,30.7,37,118,complete
Mormopterus jugularis,Molossidae,QCF,34.5,,36.7,31.1,29,240,complete
Mormopterus jugularis,Molossidae,QCF,33.3,,36.3,28.8,58,170,complete
Mormopterus jugularis,Molossidae,QCF,32.2,,34.8,30.7,45,178,complete
Mormopterus jugularis,Molossidae,QCF,32.6,,34.8,30.7,29,181,complete
Mormopterus jugularis,Molossidae,QCF,31.1,,34.5,29.6,45,184,complete
Mormopterus jugularis,Molossidae,QCF,31.5,,34.1,30,48,133,complete
Mormopterus jugularis,Molossidae,QCF,34.8,,38.6,32.6,34,256,complete
Mormopterus jugularis,Molossidae,QCF,33,,35.6,30.3,42,357,complete
Mormopterus jugularis,Molossidae,QCF,33.3,,36.3,31.1,21,352,complete
Mormopterus jugularis,Molossidae,QCF,33.3,,36,31.1,45,168,complete
Mormopterus jugularis,Molossidae,QCF,30.3,,33,29.2,32,166,complete
Mormopterus jugularis,Molossidae,QCF,31.1,,33,27.7,18,189,complete
Mormopterus jugularis,Molossidae,QCF,30.7,,33.3,29.2,32,186,complete
Mormopterus jugularis,Molossidae,QCF,31.1,,33.3,29.6,37,184,complete
Mormopterus jugularis,Molossidae,QCF,30.3,,32.2,29.2,40,146,complete
Mormopterus jugularis,Molossidae,QCF,34.8,,37.1,31.8,24,109,complete
Mormopterus jugularis,Molossidae,QCF,32.6,,36,31.1,37,312,complete
Mormopterus jugularis,Molossidae,QCF,30.7,,33.7,28.8,37,160,complete
Mormopterus jugularis,Molossidae,QCF,29.6,,32.2,28.5,24,192,complete
Mormopterus jugularis,Molossidae,QCF,30.7,,33.7,29.6,34,181,complete
Mormopterus jugularis,Molossidae,QCF,31.1,,34.1,27,32,192,complete
Mormopterus jugularis,Molossidae,QCF,30.7,,34.5,25.8,32,184,complete
Mormopterus jugularis,Molossidae,QCF,30.7,,33,29.2,32,181,complete
Mormopterus jugularis,Molossidae,QCF,31.5,,33.7,29.2,37,178,complete
Mormopterus jugularis,Molossidae,QCF,31.1,,33.3,30,40,181,complete
Mormopterus jugularis,Molossidae,QCF,30.3,,33,28.8,26,184,complete
Mormopterus jugularis,Molossidae,QCF,30.3,,33,28.8,45,186,complete
Mormopterus jugularis,Molossidae,QCF,30,,32.6,24.7,18,197,complete
Mormopterus jugularis,Molossidae,QCF,30.3,,35.2,26.2,40,173,complete
Mormopterus jugularis,Molossidae,QCF,32.6,,36.3,30,21,128,complete
Mormopterus jugularis,Molossidae,QCF,30,,32.6,27,29,184,complete
Mormopterus jugularis,Molossidae,QCF,30.3,,33,28.1,26,186,complete
Mormopterus jugularis,Molossidae,QCF,30,,32.6,25.5,29,205,complete
Mormopterus jugularis,Molossidae,QCF,30.3,,33.7,28.5,26,189,complete
Mormopterus jugularis,Molossidae,QCF,30.3,,32.6,26.2,8,346,complete
Mormopterus jugularis,Molossidae,QCF,32.6,,35.2,29.2,26,155,complete
Mormopterus jugularis,Molossidae,QCF,33.3,,35.6,31.5,2,141,complete
Mormopterus jugularis,Molossidae,QCF,29.2,,31.5,28.1,13,120,complete
Mormopterus jugularis,Molossidae,QCF,33.7,,36,32.2,13,117,complete
Mormopterus jugularis,Molossidae,QCF,29.6,,31.5,25.8,2,149,complete
Mormopterus jugularis,Molossidae,QCF,33.7,,36,32.2,5,96,complete
Mormopterus jugularis,Molossidae,QCF,29.2,,31.5,27,18,141,complete
Mormopterus jugularis,Molossidae,QCF,33.7,,35.6,32.6,18,101,complete
Mormopterus jugularis,Molossidae,QCF,30,,33,25.8,26,128,complete
Mormopterus jugularis,Molossidae,QCF,33.7,,35.6,32.2,21,120,complete
Mormopterus jugularis,Molossidae,QCF,28.8,,31.5,27,10,122,complete
Mormopterus jugularis,Molossidae,QCF,32.6,,35.2,31.8,24,114,complete
Mormopterus jugularis,Molossidae,QCF,29.6,,32.6,27.3,18,133,complete
Mormopterus jugularis,Molossidae,QCF,33.3,,35.6,31.1,24,125,complete
Mormopterus jugularis,Molossidae,QCF,29.6,,31.8,27.3,24,218,complete
Mormopterus jugularis,Molossidae,QCF,33,,35.6,31.5,16,125,complete
Mormopterus jugularis,Molossidae,QCF,29.2,,32.2,27.7,13,221,complete
Mormopterus jugularis,Molossidae,QCF,33,,35.2,29.2,21,122,complete
Mormopterus jugularis,Molossidae,QCF,29.2,,31.8,25.1,18,130,complete
Mormopterus jugularis,Molossidae,QCF,29.6,,32.6,28.1,21,234,complete
Mormopterus jugularis,Molossidae,QCF,33,,35.2,31.1,18,128,complete
Mormopterus jugularis,Molossidae,QCF,28.8,,31.1,27,16,226,complete
Mormopterus jugularis,Molossidae,QCF,32.6,,34.8,30.3,16,133,complete
Mormopterus jugularis,Molossidae,QCF,28.5,,30.7,27.3,18,138,complete
Mormopterus jugularis,Molossidae,QCF,32.6,,34.5,31.1,16,128,complete
Mormopterus jugularis,Molossidae,QCF,28.8,,31.1,27,21,136,complete
Mormopterus jugularis,Molossidae,QCF,32.6,,34.8,27,18,109,complete
Mormopterus jugularis,Molossidae,QCF,28.1,,30.7,27,26,120,complete
Mormopterus jugularis,Molossidae,QCF,32.2,,34.5,31.1,13,136,complete
Mormopterus jugularis,Molossidae,QCF,30.3,,33,28.8,18,237,complete
Mormopterus jugularis,Molossidae,QCF,33,,34.8,31.5,18,160,complete
Mormopterus jugularis,Molossidae,QCF,28.5,,30.7,27,18,165,complete
Mormopterus jugularis,Molossidae,QCF,32.6,,35.2,30.3,2,144,complete
Mormopterus jugularis,Molossidae,QCF,29.2,,32.6,26.2,21,160,complete
Mormopterus jugularis,Molossidae,QCF,32.2,,34.5,29.2,13,157,complete
Mormopterus jugularis,Molossidae,QCF,28.5,,31.1,27.3,13,181,complete
Mormopterus jugularis,Molossidae,QCF,32.6,,35.2,30.3,2,157,complete
Mormopterus jugularis,Molossidae,QCF,29.6,,31.8,26.2,18,162,complete
Mormopterus jugularis,Molossidae,QCF,33,,35.2,30.3,13,157,complete
Mormopterus jugularis,Molossidae,QCF,30,,32.6,27.7,26,152,complete
Mormopterus jugularis,Molossidae,QCF,33.3,,35.2,30.7,8,141,complete
Mormopterus jugularis,Molossidae,QCF,29.6,,31.5,28.1,16,216,complete
Mormopterus jugularis,Molossidae,QCF,29.6,,31.5,28.1,10,229,complete
Mormopterus jugularis,Molossidae,QCF,32.2,,34.5,28.1,21,177,complete
Mormopterus jugularis,Molossidae,QCF,32.6,,36,29.6,20,253,complete
Mormopterus jugularis,Molossidae,QCF,32.2,,36,30,21,172,complete
Mormopterus jugularis,Molossidae,QCF,33,,34.8,31.1,12,174,complete
Mormopterus jugularis,Molossidae,QCF,33,,35.2,29.6,17,254,complete
Mormopterus jugularis,Molossidae,QCF,33,,35.6,30,12,174,complete
Mormopterus jugularis,Molossidae,QCF,32.6,,34.8,30.3,16,176,complete
Mormopterus jugularis,Molossidae,QCF,31.5,,35.2,28.5,18,178,complete
Mormopterus jugularis,Molossidae,QCF,30.7,,34.1,28.5,13,177,complete
Mormopterus jugularis,Molossidae,QCF,31.8,,35.6,28.5,18,177,complete
Mormopterus jugularis,Molossidae,QCF,31.1,,34.1,28.5,14,156,complete
Mormopterus jugularis,Molossidae,QCF,30.7,,33.7,28.8,14,165,complete
Mormopterus jugularis,Molossidae,QCF,30.7,,35.6,29.2,20,182,complete
Mormopterus jugularis,Molossidae,QCF,31.5,,35.6,28.1,12,188,complete
Mormopterus jugularis,Molossidae,QCF,31.5,,37.1,30,12,249,complete
Mormopterus jugularis,Molossidae,QCF,31.5,,35.6,29.2,14,254,complete
Mormopterus jugularis,Molossidae,QCF,32.6,,35.2,30.7,12,136,complete
Mormopterus jugularis,Molossidae,QCF,35.2,,38.2,30.7,8,140,complete
Mormopterus jugularis,Molossidae,QCF,33.3,,36.7,30.3,12,136,complete
Mormopterus jugularis,Molossidae,QCF,34.1,,37.1,30.3,8,154,complete
Mormopterus jugularis,Molossidae,QCF,34.1,,37.8,31.8,9,220,complete
Mormopterus jugularis,Molossidae,QCF,31.5,,36,30,13,126,complete
Mormopterus jugularis,Molossidae,QCF,32.2,,38.2,29.2,9,133,complete
Mormopterus jugularis,Molossidae,QCF,31.1,,33,29.2,9,149,complete
Mormopterus jugularis,Molossidae,QCF,32.2,,37.1,29.6,13,248,complete
Mormopterus jugularis,Molossidae,QCF,31.8,,37.1,29.6,12,153,complete
Mormopterus jugularis,Molossidae,QCF,32.6,,36,30.3,1,145,complete
Mormopterus jugularis,Molossidae,QCF,31.1,,37.1,29.2,10,201,complete
Mormopterus jugularis,Molossidae,QCF,30.3,,33.3,29.2,10,382,complete
Mormopterus jugularis,Molossidae,QCF,32.2,,36.3,30.7,4,245,complete
Mormopterus jugularis,Molossidae,QCF,31.1,,33.3,30,10,145,complete
Mormopterus jugularis,Molossidae,QCF,30.3,,33.7,28.8,17,274,complete
Mormopterus jugularis,Molossidae,QCF,32.2,,34.8,30,12,141,complete
Mormopterus jugularis,Molossidae,QCF,31.1,,34.5,28.8,16,465,complete
Mormopterus jugularis,Molossidae,QCF,30,,33.7,29.6,13,301,complete
Mormopterus jugularis,Molossidae,QCF,31.5,,34.1,30.3,14,129,complete
Mormopterus jugularis,Molossidae,QCF,33,,36,28.8,14,142,complete
Mormopterus jugularis,Molossidae,QCF,32.6,,34.8,29.2,16,205,complete
Mormopterus jugularis,Molossidae,QCF,32.2,,37.5,30.7,16,178,complete
Mormopterus jugularis,Molossidae,QCF,30.3,,32.2,26.2,8,269,complete
Mormopterus jugularis,Molossidae,QCF,33,,35.2,30.3,2,92,complete
Mormopterus jugularis,Molossidae,QCF,31.1,,33.3,28.8,12,177,complete
Mormopterus jugularis,Molossidae,QCF,29.6,,31.5,28.1,8,282,complete
Mormopterus jugularis,Molossidae,QCF,29.6,,32.2,27.3,16,266,complete
Mormopterus jugularis,Molossidae,QCF,30.7,,33,27.3,14,209,complete
Mormopterus jugularis,Molossidae,QCF,32.2,,37.5,30.7,14,108,complete
Mormopterus jugularis,Molossidae,QCF,30.3,,33.7,27.7,12,197,complete
Mormopterus jugularis,Molossidae,QCF,31.5,,35.2,29.6,13,193,complete
Mormopterus jugularis,Molossidae,QCF,29.6,,31.5,28.5,21,113,complete
Mormopterus jugularis,Molossidae,QCF,30.3,,32.2,29.2,32,100,complete
Mormopterus jugularis,Molossidae,QCF,30.3,,31.8,29.2,12,258,complete
Mormopterus jugularis,Molossidae,QCF,30,,34.8,29.6,18,164,complete
Mormopterus jugularis,Molossidae,QCF,29.2,,32.2,28.5,17,204,complete
Mormopterus jugularis,Molossidae,QCF,30.3,,33,29.2,29,120,complete
Mormopterus jugularis,Molossidae,QCF,32.2,,33.7,30.7,22,113,complete
Mormopterus jugularis,Molossidae,QCF,30,,31.1,28.5,28,224,complete
Mormopterus jugularis,Molossidae,QCF,30.3,,32.2,28.8,24,196,complete
Mormopterus jugularis,Molossidae,QCF,30.3,,32.6,28.5,22,186,complete
Mormopterus jugularis,Molossidae,QCF,29.6,,33,27.3,20,173,complete
Mormopterus jugularis,Molossidae,QCF,30,,35.2,28.1,13,181,complete
Mormopterus jugularis,Molossidae,QCF,31.1,,37.1,29.6,18,168,complete
Mormopterus jugularis,Molossidae,QCF,30.7,,33.3,28.8,12,170,complete
Mormopterus jugularis,Molossidae,QCF,33,,39.7,29.6,10,88,complete
Mormopterus jugularis,Molossidae,QCF,30,,33.7,28.5,20,172,complete
Mormopterus jugularis,Molossidae,QCF,30,,34.5,27.7,16,166,complete
Mormopterus jugularis,Molossidae,QCF,31.5,,33.3,29.6,14,176,complete
Mormopterus jugularis,Molossidae,QCF,29.2,,32.6,28.1,13,170,complete
Mormopterus jugularis,Molossidae,QCF,30,,31.8,28.5,12,278,complete
Mormopterus jugularis,Molossidae,QCF,29.6,,33.7,29.2,13,250,complete
Mormopterus jugularis,Molossidae,QCF,33.7,,36.7,32.2,18,162,complete
Mormopterus jugularis,Molossidae,QCF,34.5,,37.1,27.7,21,170,complete
Mormopterus jugularis,Molossidae,QCF,33.7,,37.1,31.8,17,174,complete
Mormopterus jugularis,Molossidae,QCF,33.3,,36.3,32.2,16,176,complete
Mormopterus jugularis,Molossidae,QCF,33.3,,36.3,31.5,18,177,complete
Mormopterus jugularis,Molossidae,QCF,33.7,,38.2,31.5,22,173,complete
Mormopterus jugularis,Molossidae,QCF,34.5,,36.3,32.6,16,250,complete
Mormopterus jugularis,Molossidae,QCF,33.3,,37.5,31.1,13,181,complete
Mormopterus jugularis,Molossidae,QCF,33.7,,36,31.8,14,172,complete
Mormopterus jugularis,Molossidae,QCF,34.8,,37.5,31.1,10,168,complete
Mormopterus jugularis,Molossidae,QCF,33.3,,35.6,31.1,16,178,complete
Mormopterus jugularis,Molossidae,QCF,32.6,,38.6,30.7,17,174,complete
Mormopterus jugularis,Molossidae,QCF,34.5,,36.3,31.5,16,186,complete
Mormopterus jugularis,Molossidae,QCF,33,,35.6,30.7,21,188,complete
Mormopterus jugularis,Molossidae,QCF,33.3,,36,31.1,20,290,complete
Mormopterus jugularis,Molossidae,QCF,33,,36.3,30.7,17,204,complete
Mormopterus jugularis,Molossidae,QCF,32.6,,35.6,30.3,20,392,complete
Mormopterus jugularis,Molossidae,QCF,32.6,,34.8,30.7,13,305,complete
Mormopterus jugularis,Molossidae,QCF,33,,37.1,30.7,25,196,complete
Mormopterus jugularis,Molossidae,QCF,34.5,,37.5,31.8,17,497,complete
Mormopterus jugularis,Molossidae,QCF,33,,37.5,31.1,14,202,complete
Mormopterus jugularis,Molossidae,QCF,34.1,,37.1,30.7,16,289,complete
Mormopterus jugularis,Molossidae,QCF,31.8,,36,30.3,14,198,complete
Mormopterus jugularis,Molossidae,QCF,33.3,,35.6,30.7,9,402,complete
Mormopterus jugularis,Molossidae,QCF,33.3,,35.6,31.1,9,497,complete
Mormopterus jugularis,Molossidae,QCF,33,,38.6,30.3,17,214,complete
Mormopterus jugularis,Molossidae,QCF,34.1,,37.8,30.7,16,202,complete
Mormopterus jugularis,Molossidae,QCF,33.3,,37.5,30,12,394,complete
Mormopterus jugularis,Molossidae,QCF,34.1,,37.5,30,16,396,complete
Mormopterus jugularis,Molossidae,QCF,32.6,,37.8,31.1,13,402,complete
Mormopterus jugularis,Molossidae,QCF,34.5,,38.2,31.1,9,298,complete
Mormopterus jugularis,Molossidae,QCF,32.2,,36,30.7,14,400,complete
Mormopterus jugularis,Molossidae,QCF,31.5,,33.7,29.2,16,189,complete
Mormopterus jugularis,Molossidae,QCF,31.1,,33.3,28.1,14,289,complete
Mormopterus jugularis,Molossidae,QCF,31.5,,35.6,29.2,14,197,complete
Mormopterus jugularis,Molossidae,QCF,31.8,,34.8,28.8,17,184,complete
Mormopterus jugularis,Molossidae,QCF,31.8,,35.2,27.3,17,190,complete
Mormopterus jugularis,Molossidae,QCF,32.2,,34.8,29.6,16,184,complete
Mormopterus jugularis,Molossidae,QCF,31.8,,37.5,29.2,16,189,complete
Mormopterus jugularis,Molossidae,QCF,31.8,,35.2,28.1,16,189,complete
Mormopterus jugularis,Molossidae,QCF,31.8,,35.2,29.6,18,292,complete
Mormopterus jugularis,Molossidae,QCF,30.7,,36,29.2,14,254,complete
Mormopterus jugularis,Molossidae,QCF,30.3,,33.7,29.2,18,288,complete
Mormopterus jugularis,Molossidae,QCF,30.7,,33,29.2,16,273,complete
